"user_id","activity_count"
"3302","2029"
"3365","2028"
"1293","2027"
"2653","2024"
"108696","2024"
"711","2024"
"731","2023"
"1560","2019"
"2899","2018"
"4537","2013"
"4546","2012"
"9562","2011"
"2986","2005"
"2460","2004"
"4876","2003"
"179","1993"
"4564","1992"
"7213","1992"
"3151","1989"
"1821","1985"
"73042","1984"
"3902","1982"
"1210","1979"
"108655","1976"
"1111","1974"
"430","1973"
"993","1970"
"4413","1968"
"1891","1967"
"4856","1964"
"2946","1960"
"2937","1958"
"1567","1955"
"871","1954"
"601","1953"
"1771","1950"
"4320","1949"
"2083","1947"
"4288","1945"
"2596","1943"
"73073","1943"
"4371","1940"
"3516","1939"
"2841","1937"
"4721","1935"
"2954","1934"
"3815","1933"
"4603","1928"
"1091","1927"
"410","1927"
"1204","1927"
"4113","1921"
"4403","1920"
"3810","1919"
"1268","1919"
"3032","1915"
"108267","1913"
"72987","1910"
"4608","1909"
"3056","1906"
"108650","1905"
"2701","1903"
"5287","1903"
"4750","1901"
"174","1900"
"1423","1900"
"4212","1899"
"1539","1898"
"3632","1897"
"736","1896"
"1311","1896"
"3885","1891"
"2838","1891"
"1206","1891"
"3175","1890"
"3655","1885"
"107718","1883"
"1054","1883"
"4862","1881"
"1363","1881"
"3006","1881"
"4642","1881"
"107721","1881"
"957","1879"
"2753","1876"
"3121","1876"
"1187","1875"
"2271","1873"
"2857","1873"
"1055","1872"
"4940","1872"
"2226","1870"
"105909","1870"
"72915","1869"
"2629","1867"
"1760","1860"
"1101","1860"
"9555","1859"
"72954","1857"
"1176","1857"
"2981","1854"
"3320","1852"
"72932","1851"
"2339","1849"
"4171","1848"
"3428","1848"
"4390","1848"
"4099","1845"
"4412","1844"
"2444","1843"
"3214","1842"
"3220","1842"
"605","1840"
"3769","1838"
"1597","1830"
"1038","1829"
"556","1824"
"1196","1823"
"2698","1820"
"2706","1819"
"3157","1817"
"1086","1816"
"1239","1816"
"2626","1815"
"72908","1814"
"4276","1814"
"2453","1813"
"4638","1811"
"108656","1809"
"107883","1805"
"3819","1805"
"452","1805"
"3300","1803"
"1937","1803"
"9557","1803"
"72971","1795"
"874","1794"
"4579","1794"
"1185","1793"
"1554","1793"
"2976","1782"
"984","1776"
"364","1775"
"4965","1775"
"1542","1773"
"3044","1773"
"3531","1769"
"721","1762"
"5178","1762"
"3054","1756"
"1679","1755"
"1952","1752"
"2755","1749"
"4666","1748"
"3401","1746"
"802","1745"
"4438","1741"
"943","1740"
"2749","1739"
"3859","1737"
"1115","1737"
"4716","1736"
"4222","1736"
"1321","1734"
"3633","1733"
"1057","1730"
"3530","1726"
"4491","1724"
"1260","1723"
"881","1722"
"1886","1721"
"3715","1712"
"3905","1711"
"4711","1704"
"1624","1704"
"3277","1702"
"79608","1696"
"4630","1695"
"1375","1694"
"2681","1694"
"2658","1694"
"2374","1692"
"3000","1691"
"1024","1690"
"698","1686"
"4538","1683"
"4084","1680"
"5119","1673"
"4466","1672"
"909","1671"
"3059","1670"
"4726","1670"
"4123","1669"
"3866","1664"
"2831","1664"
"2963","1663"
"3094","1660"
"910","1659"
"4315","1658"
"72946","1658"
"2431","1658"
"4308","1657"
"1313","1657"
"1884","1655"
"2695","1654"
"108836","1652"
"1549","1651"
"2558","1650"
"1822","1650"
"4211","1650"
"833","1646"
"724","1645"
"1356","1643"
"4844","1642"
"1954","1641"
"2945","1637"
"93610","1633"
"2710","1630"
"3789","1628"
"4568","1627"
"2286","1626"
"656","1625"
"1094","1618"
"2938","1616"
"1623","1616"
"2332","1615"
"1799","1613"
"2569","1612"
"1870","1607"
"2794","1605"
"3908","1603"
"72887","1603"
"1425","1602"
"43838","1600"
"9536","1597"
"20","1594"
"4032","1592"
"1987","1592"
"4576","1590"
"2667","1587"
"4943","1587"
"106607","1587"
"544","1584"
"105582","1584"
"72879","1584"
"3499","1581"
"4420","1581"
"362","1580"
"2997","1579"
"3456","1578"
"585","1578"
"3426","1577"
"2251","1576"
"4892","1576"
"1756","1575"
"72961","1574"
"4748","1574"
"4419","1573"
"2195","1573"
"2708","1570"
"2752","1568"
"2199","1567"
"4655","1564"
"2280","1563"
"73059","1562"
"7180","1560"
"1300","1558"
"668","1548"
"2758","1547"
"3527","1547"
"3570","1546"
"820","1544"
"1564","1537"
"2322","1536"
"3268","1534"
"2600","1534"
"1391","1531"
"4738","1528"
"4049","1527"
"1455","1526"
"3317","1525"
"3206","1522"
"354","1522"
"72999","1520"
"1464","1518"
"3332","1517"
"4231","1516"
"3781","1515"
"4209","1515"
"4421","1514"
"3126","1514"
"1043","1512"
"701","1511"
"3974","1511"
"4702","1510"
"3933","1507"
"2193","1504"
"1458","1496"
"3726","1495"
"3991","1495"
"5269","1495"
"4686","1489"
"3909","1489"
"9533","1486"
"4375","1484"
"3921","1484"
"105907","1484"
"1550","1483"
"1315","1483"
"1006","1478"
"4620","1477"
"2314","1475"
"3128","1471"
"103723","1469"
"108934","1468"
"2067","1468"
"1207","1468"
"3642","1463"
"3198","1463"
"1424","1462"
"5185","1462"
"3330","1461"
"7191","1460"
"2093","1458"
"1283","1457"
"2554","1456"
"648","1448"
"5282","1448"
"4858","1447"
"528","1445"
"79607","1445"
"1892","1444"
"3846","1444"
"3503","1442"
"9559","1442"
"1809","1440"
"4021","1439"
"3319","1439"
"4639","1438"
"904","1438"
"72979","1437"
"658","1436"
"3451","1435"
"3092","1433"
"4213","1433"
"3369","1432"
"3822","1432"
"108493","1432"
"4008","1432"
"720","1428"
"1088","1426"
"1914","1423"
"3153","1422"
"1471","1419"
"2646","1419"
"706","1419"
"4024","1418"
"3262","1417"
"4887","1416"
"3692","1414"
"5246","1411"
"2550","1411"
"1673","1407"
"1696","1404"
"2717","1401"
"4915","1399"
"4090","1397"
"506","1396"
"3130","1391"
"1168","1389"
"4782","1388"
"4557","1378"
"4882","1377"
"2103","1371"
"1265","1370"
"1032","1368"
"79605","1367"
"2248","1364"
"1812","1364"
"923","1363"
"2535","1362"
"1794","1361"
"1262","1360"
"353","1360"
"3677","1359"
"4387","1357"
"4920","1357"
"4198","1356"
"3051","1356"
"620","1353"
"4272","1352"
"792","1351"
"408","1350"
"4407","1349"
"4691","1348"
"1759","1345"
"188","1337"
"3138","1336"
"1636","1334"
"4131","1330"
"750","1327"
"2194","1324"
"3874","1322"
"72898","1321"
"108026","1319"
"1081","1319"
"181","1315"
"1415","1315"
"3863","1314"
"1657","1313"
"3261","1312"
"3658","1312"
"72897","1311"
"4302","1309"
"1546","1306"
"5125","1304"
"1985","1304"
"3764","1304"
"3048","1304"
"418","1303"
"1575","1301"
"2523","1301"
"389","1299"
"5285","1292"
"728","1289"
"2772","1281"
"3982","1281"
"107991","1281"
"3265","1279"
"72994","1278"
"1062","1277"
"4552","1276"
"3404","1274"
"2367","1270"
"3076","1270"
"947","1268"
"1097","1267"
"1779","1264"
"1591","1261"
"956","1260"
"1355","1260"
"3684","1260"
"821","1260"
"1955","1256"
"2210","1255"
"3030","1255"
"3111","1254"
"2400","1253"
"2197","1252"
"826","1249"
"1983","1249"
"3952","1244"
"4687","1243"
"180","1242"
"72885","1240"
"4962","1238"
"70313","1237"
"1151","1237"
"4489","1236"
"3439","1234"
"4679","1230"
"3283","1229"
"3321","1226"
"5230","1225"
"3709","1222"
"3954","1221"
"1441","1221"
"530","1220"
"856","1219"
"2689","1218"
"3979","1215"
"1139","1215"
"4747","1214"
"1699","1213"
"1208","1211"
"529","1208"
"2498","1207"
"1124","1207"
"1621","1206"
"82","1202"
"1692","1202"
"4295","1200"
"2812","1197"
"4906","1197"
"629","1193"
"1932","1192"
"3833","1192"
"1346","1191"
"4986","1189"
"1174","1189"
"1561","1186"
"3090","1186"
"5276","1185"
"3325","1185"
"3529","1184"
"73021","1183"
"3108","1181"
"3904","1177"
"1899","1172"
"105610","1172"
"2691","1172"
"1750","1169"
"959","1167"
"269","1165"
"3169","1165"
"4930","1158"
"107885","1156"
"1918","1156"
"382","1154"
"4210","1153"
"1200","1151"
"1556","1147"
"1849","1145"
"5045","1144"
"2069","1142"
"2928","1141"
"5292","1141"
"3508","1140"
"72995","1138"
"1548","1138"
"4684","1137"
"1530","1137"
"2277","1137"
"4877","1137"
"2771","1136"
"4678","1133"
"891","1128"
"73017","1124"
"2126","1123"
"480","1122"
"451","1121"
"2495","1119"
"2643","1119"
"3720","1118"
"3932","1116"
"4615","1115"
"1641","1114"
"3087","1113"
"425","1113"
"4520","1112"
"4779","1110"
"2068","1109"
"725","1108"
"777","1106"
"2130","1104"
"1416","1102"
"4692","1099"
"4399","1096"
"5114","1091"
"3934","1090"
"1022","1087"
"1106","1082"
"2144","1082"
"2628","1082"
"1224","1082"
"108258","1080"
"1251","1079"
"7200","1079"
"650","1079"
"6276","1076"
"2561","1074"
"862","1074"
"386","1072"
"3135","1070"
"2063","1068"
"1476","1068"
"3995","1067"
"4358","1064"
"2088","1064"
"4854","1063"
"1149","1062"
"1456","1062"
"3936","1061"
"1710","1060"
"2982","1059"
"288","1058"
"4891","1057"
"5253","1057"
"5296","1056"
"1307","1055"
"73060","1053"
"5257","1051"
"73054","1048"
"825","1047"
"119","1045"
"1852","1045"
"108720","1044"
"3653","1043"
"4020","1043"
"1013","1042"
"2630","1034"
"4151","1033"
"108809","1032"
"1663","1030"
"5012","1030"
"73032","1028"
"1177","1027"
"3315","1027"
"887","1024"
"2396","1024"
"4866","1023"
"1628","1022"
"108662","1021"
"349","1019"
"1568","1018"
"3255","1012"
"4344","1011"
"5029","1010"
"2001","1008"
"4607","1007"
"54264","1005"
"938","1005"
"1908","1003"
"4323","1003"
"4665","1003"
"105633","1003"
"72930","1001"
"4756","1000"
"2929","999"
"863","998"
"1711","998"
"72983","998"
"43835","997"
"73016","997"
"4132","996"
"3559","995"
"2108","994"
"2201","993"
"2424","990"
"4783","989"
"73010","987"
"4644","987"
"1376","982"
"4348","982"
"3186","981"
"1869","981"
"4153","980"
"1188","978"
"3686","977"
"960","976"
"5236","975"
"2122","975"
"2039","975"
"2983","971"
"4975","967"
"105590","966"
"108857","965"
"103728","959"
"105593","959"
"3958","958"
"3062","955"
"4499","954"
"814","954"
"2514","954"
"9523","954"
"3892","952"
"1669","950"
"423","946"
"4951","943"
"2272","943"
"2791","940"
"4440","938"
"2443","937"
"156","936"
"2877","936"
"4610","933"
"1680","931"
"4895","931"
"3510","930"
"635","929"
"901","928"
"5199","926"
"4833","925"
"4761","924"
"1049","924"
"695","922"
"1885","919"
"3284","917"
"3771","915"
"3980","914"
"4150","914"
"2849","912"
"1434","911"
"3079","911"
"627","911"
"3023","909"
"4704","907"
"1199","906"
"3287","905"
"3811","904"
"1747","904"
"1240","903"
"2633","902"
"2213","902"
"3441","899"
"753","899"
"108976","898"
"886","897"
"1361","894"
"1358","892"
"1906","890"
"1616","890"
"641","890"
"2429","889"
"4559","886"
"759","883"
"304","879"
"3962","878"
"729","878"
"3721","878"
"829","877"
"634","876"
"1215","875"
"3641","874"
"5005","868"
"161","867"
"3132","866"
"1366","865"
"3370","865"
"838","865"
"1462","863"
"2237","861"
"1276","859"
"5075","856"
"3115","856"
"925","856"
"3230","854"
"1263","854"
"3942","853"
"106469","853"
"2969","852"
"5180","850"
"5113","850"
"4680","850"
"2910","849"
"1017","849"
"2496","849"
"1072","848"
"72950","847"
"3587","846"
"3274","846"
"624","845"
"3436","844"
"108377","844"
"525","843"
"108381","843"
"4509","843"
"5278","841"
"3701","841"
"2076","838"
"3913","838"
"5038","838"
"72939","836"
"40","836"
"4327","835"
"1370","835"
"3963","834"
"4540","833"
"109271","833"
"1463","832"
"3161","830"
"5231","828"
"2072","827"
"1523","826"
"73067","824"
"3331","823"
"623","823"
"2684","822"
"2573","816"
"103712","816"
"3547","816"
"1971","815"
"2603","814"
"2046","813"
"4952","812"
"5233","812"
"2830","811"
"1894","811"
"584","810"
"383","808"
"3578","808"
"896","805"
"3178","804"
"1503","803"
"108698","802"
"4901","802"
"2700","800"
"1395","798"
"1824","798"
"107306","797"
"73102","796"
"3196","794"
"72876","793"
"4770","791"
"2302","791"
"4695","790"
"1814","787"
"1334","787"
"73104","787"
"4423","783"
"5130","782"
"1478","781"
"999","779"
"3670","778"
"4292","777"
"3361","777"
"2356","776"
"951","773"
"3180","772"
"1668","771"
"4133","770"
"877","766"
"4018","764"
"2368","763"
"2975","762"
"72877","762"
"2824","762"
"4424","761"
"3756","760"
"5020","760"
"664","760"
"1335","759"
"105902","758"
"3412","757"
"5111","757"
"178","756"
"3856","755"
"5016","753"
"1232","753"
"5262","753"
"1728","750"
"4129","749"
"2084","748"
"2399","748"
"2346","747"
"108397","747"
"1853","747"
"12643","746"
"2348","746"
"791","745"
"3523","745"
"5175","743"
"2632","742"
"3305","742"
"3231","740"
"3387","739"
"859","739"
"3199","738"
"844","737"
"4346","737"
"98104","737"
"108029","736"
"1454","734"
"2995","734"
"4737","733"
"1603","732"
"3232","731"
"858","729"
"72890","728"
"4713","728"
"2364","728"
"54263","727"
"5172","727"
"1019","726"
"1236","725"
"2132","724"
"780","723"
"4400","717"
"3544","716"
"73020","714"
"381","714"
"4429","713"
"3489","712"
"2912","711"
"3646","711"
"1285","710"
"4498","710"
"4739","710"
"3565","709"
"1643","706"
"462","706"
"1632","704"
"1125","702"
"4370","701"
"70309","700"
"72968","700"
"107889","700"
"5082","700"
"4286","697"
"669","695"
"5220","695"
"361","692"
"3357","691"
"1960","691"
"4982","689"
"108380","689"
"4033","688"
"72905","685"
"1408","685"
"5218","685"
"3960","683"
"682","681"
"3699","681"
"540","681"
"4938","680"
"4255","680"
"11386","679"
"7187","679"
"1588","679"
"1298","679"
"159","677"
"73068","677"
"72947","676"
"108256","675"
"73121","675"
"1916","674"
"4879","673"
"1592","672"
"4055","672"
"3964","670"
"5177","670"
"108268","669"
"4641","666"
"472","665"
"3791","665"
"72976","664"
"2228","664"
"9527","663"
"73126","661"
"1284","661"
"358","659"
"3472","658"
"3808","658"
"108866","656"
"2625","655"
"4070","651"
"4591","651"
"2788","650"
"70315","649"
"72941","648"
"4085","648"
"108719","647"
"2592","647"
"1127","647"
"3209","645"
"3371","644"
"4807","641"
"3136","641"
"2878","638"
"4893","636"
"4238","636"
"4296","635"
"72955","635"
"73006","635"
"3798","634"
"108396","633"
"78","633"
"79588","633"
"4880","632"
"3159","631"
"3170","630"
"2556","630"
"596","629"
"3696","628"
"2487","626"
"1808","626"
"2048","623"
"1419","623"
"2189","622"
"4896","622"
"3832","621"
"73124","618"
"73036","618"
"4830","618"
"98055","617"
"1060","617"
"3356","614"
"105608","614"
"1570","613"
"3241","613"
"1920","612"
"1237","611"
"474","611"
"521","607"
"3821","606"
"4853","606"
"108837","605"
"3177","605"
"3522","604"
"92316","603"
"760","603"
"3947","602"
"740","601"
"4890","601"
"2270","600"
"5098","600"
"5055","599"
"454","598"
"108257","597"
"3303","597"
"70314","595"
"1047","594"
"565","589"
"2789","589"
"1278","588"
"3110","588"
"1067","587"
"2315","587"
"2692","587"
"4019","586"
"105611","586"
"3292","584"
"3496","584"
"5080","584"
"4998","584"
"1435","583"
"2663","582"
"4822","580"
"2301","578"
"5197","577"
"23","577"
"9563","577"
"2366","575"
"3664","574"
"72956","573"
"1847","572"
"199","572"
"5250","571"
"4959","567"
"978","567"
"3374","565"
"72957","565"
"72874","565"
"2959","564"
"2485","564"
"2913","563"
"2064","561"
"2971","561"
"108489","560"
"523","559"
"793","558"
"3849","557"
"4885","557"
"72972","557"
"1018","557"
"73024","556"
"1961","555"
"3244","555"
"1440","554"
"3432","552"
"1133","552"
"1846","549"
"3442","549"
"4722","549"
"108654","548"
"4392","546"
"1538","545"
"9546","543"
"3257","541"
"5140","541"
"929","540"
"2883","539"
"9539","539"
"5229","538"
"625","536"
"2891","533"
"1109","533"
"471","533"
"3873","530"
"709","529"
"2560","527"
"1050","527"
"72928","526"
"4697","526"
"4381","525"
"2648","525"
"2627","521"
"2605","520"
"4270","518"
"2321","517"
"1426","517"
"12642","517"
"3173","515"
"1787","513"
"2953","513"
"569","512"
"1314","511"
"3735","511"
"808","509"
"3938","509"
"5010","506"
"3917","505"
"5234","505"
"619","504"
"4310","503"
"932","502"
"3440","501"
"450","501"
"4768","500"
"3493","500"
"1205","499"
"2451","498"
"1264","496"
"4918","494"
"72993","491"
"2644","491"
"1120","490"
"4322","488"
"1418","487"
"3021","484"
"72985","483"
"2906","482"
"2125","479"
"4531","477"
"3067","476"
"2441","474"
"3127","472"
"24","471"
"1145","470"
"2800","469"
"4524","468"
"283","468"
"4447","467"
"3867","465"
"5261","464"
"83534","464"
"108032","463"
"3088","460"
"2991","460"
"3970","459"
"449","458"
"108028","458"
"105592","458"
"2238","457"
"2610","457"
"3956","456"
"2512","454"
"473","453"
"4086","453"
"2668","452"
"5048","450"
"289","448"
"3144","447"
"3511","447"
"4330","446"
"756","444"
"3876","443"
"1626","443"
"56","442"
"55","441"
"2501","437"
"108695","437"
"93536","436"
"4445","435"
"655","435"
"4416","433"
"1970","433"
"73019","433"
"1107","432"
"1748","432"
"1192","431"
"4434","430"
"4444","428"
"2450","427"
"2730","427"
"2568","427"
"4453","427"
"4015","426"
"185","425"
"3976","422"
"4224","421"
"4354","421"
"1444","421"
"2442","420"
"3358","420"
"107907","419"
"3906","419"
"1451","418"
"105586","417"
"2564","417"
"2263","416"
"3644","416"
"4960","416"
"948","415"
"3757","413"
"3654","412"
"109272","412"
"2131","412"
"2459","412"
"1715","410"
"1703","409"
"3040","409"
"4859","407"
"3278","404"
"4532","404"
"919","404"
"72997","402"
"717","402"
"4857","401"
"1468","401"
"108263","400"
"3050","398"
"72975","397"
"73003","397"
"73125","397"
"1027","397"
"1826","396"
"3143","396"
"3200","395"
"79596","395"
"2712","394"
"3024","394"
"4164","394"
"3123","393"
"4681","393"
"3075","392"
"1166","392"
"72944","391"
"3008","391"
"3495","390"
"713","390"
"2279","389"
"108492","388"
"3298","388"
"1558","388"
"2553","386"
"5127","385"
"3661","385"
"5092","385"
"1619","384"
"1406","384"
"795","384"
"4483","383"
"4208","383"
"1250","383"
"43440","380"
"2926","379"
"73018","379"
"3168","379"
"527","379"
"5137","378"
"3263","377"
"3165","377"
"3046","376"
"233","375"
"219","375"
"4976","374"
"107723","374"
"2921","373"
"4313","373"
"2417","372"
"4079","371"
"108031","371"
"12645","370"
"849","370"
"72863","370"
"1053","369"
"4126","369"
"1671","369"
"3813","368"
"4996","368"
"108386","366"
"1895","366"
"4488","366"
"70316","365"
"4197","364"
"4374","362"
"2651","362"
"3948","361"
"1165","360"
"72974","359"
"3812","359"
"4060","359"
"1118","356"
"73013","356"
"72913","355"
"3217","354"
"864","352"
"5259","352"
"3349","351"
"679","350"
"4216","349"
"4149","347"
"3901","346"
"5035","345"
"73062","345"
"1658","344"
"1031","343"
"1077","340"
"3924","340"
"1113","339"
"794","339"
"1605","338"
"1694","337"
"790","335"
"108398","335"
"1150","332"
"1693","332"
"3983","331"
"3336","330"
"2757","330"
"4437","329"
"4408","328"
"722","328"
"103704","327"
"5298","326"
"4241","325"
"1915","324"
"2298","323"
"2909","322"
"3101","322"
"3081","321"
"1589","320"
"3449","320"
"4115","320"
"3912","319"
"2317","316"
"579","315"
"526","314"
"1169","313"
"108379","313"
"3656","312"
"1502","309"
"260","309"
"4484","308"
"3310","308"
"2235","307"
"1798","307"
"687","307"
"5301","304"
"1147","304"
"3494","304"
"2200","302"
"5277","302"
"3311","302"
"5091","301"
"2086","300"
"2455","300"
"3171","300"
"3509","299"
"2278","299"
"1676","297"
"2790","296"
"72978","296"
"4725","295"
"5046","295"
"2318","295"
"1414","294"
"1479","294"
"72903","294"
"72966","293"
"839","293"
"3834","293"
"1056","292"
"1443","291"
"642","291"
"4736","290"
"73113","289"
"2972","288"
"105609","287"
"3104","285"
"3221","283"
"83","283"
"4536","282"
"2893","282"
"2786","281"
"4464","280"
"108660","279"
"850","278"
"109321","277"
"3835","276"
"4907","276"
"3647","275"
"73120","275"
"4481","275"
"3409","274"
"470","274"
"3291","274"
"2930","274"
"4116","274"
"73034","274"
"7190","273"
"3296","273"
"109127","272"
"5086","272"
"2511","271"
"158","271"
"43436","270"
"1016","269"
"3080","268"
"37","268"
"1533","268"
"3466","268"
"1037","267"
"3837","266"
"4803","265"
"4078","265"
"1112","265"
"16","264"
"3082","264"
"4347","264"
"1532","263"
"576","261"
"4462","261"
"1687","261"
"4108","259"
"72953","259"
"4332","259"
"5014","255"
"621","254"
"4232","254"
"4001","254"
"5076","253"
"831","253"
"4828","253"
"105908","252"
"4685","250"
"3712","250"
"5128","250"
"681","250"
"3131","250"
"3966","248"
"422","248"
"72945","247"
"93716","247"
"1646","246"
"1681","246"
"1677","246"
"4229","246"
"221","245"
"832","245"
"1718","243"
"2978","243"
"945","242"
"72865","242"
"108382","242"
"2819","241"
"3100","240"
"4324","240"
"2264","239"
"73064","239"
"1405","239"
"550","238"
"4146","238"
"1075","238"
"4894","238"
"83702","237"
"2609","237"
"2922","236"
"5025","236"
"4947","235"
"4227","234"
"3338","234"
"1566","234"
"4573","233"
"4185","231"
"1923","231"
"3830","231"
"708","228"
"3273","227"
"5017","226"
"3019","224"
"4082","223"
"939","221"
"2985","220"
"647","219"
"2894","219"
"154","219"
"3659","218"
"3245","217"
"3256","216"
"718","216"
"2697","216"
"1410","214"
"458","214"
"3759","214"
"4426","212"
"1216","212"
"72867","212"
"7195","212"
"1025","212"
"79599","210"
"2834","209"
"4162","208"
"3384","208"
"3640","208"
"72873","206"
"3243","205"
"109021","204"
"365","204"
"8","203"
"108027","202"
"3363","200"
"1629","199"
"5304","199"
"4038","199"
"73004","199"
"1258","199"
"3418","199"
"577","198"
"131","198"
"5170","197"
"3636","196"
"4983","195"
"520","195"
"3390","192"
"92317","192"
"3118","192"
"3666","191"
"1930","190"
"2127","189"
"3894","188"
"463","188"
"1477","187"
"3977","187"
"674","186"
"1345","185"
"4454","183"
"1595","182"
"810","180"
"2844","180"
"567","179"
"2290","178"
"79600","176"
"4956","175"
"4451","175"
"4448","174"
"3020","174"
"2960","174"
"2823","173"
"637","173"
"103699","173"
"747","173"
"2650","173"
"108657","172"
"755","171"
"5090","170"
"1493","169"
"4840","169"
"5307","167"
"9535","167"
"5022","167"
"380","167"
"3084","166"
"49","166"
"5235","165"
"4997","164"
"295","163"
"2931","163"
"106599","161"
"1488","161"
"2574","161"
"4235","157"
"3731","157"
"4142","157"
"3124","156"
"109331","156"
"3195","155"
"4842","155"
"1700","153"
"4519","153"
"4740","152"
"1484","151"
"806","150"
"3651","149"
"4539","147"
"108030","147"
"1674","146"
"5305","145"
"4795","145"
"105604","145"
"3242","144"
"594","144"
"3391","144"
"1269","144"
"3694","142"
"3882","142"
"970","141"
"2312","141"
"662","140"
"3969","139"
"1407","139"
"931","139"
"108452","138"
"115","138"
"3203","138"
"3872","138"
"29","137"
"3113","137"
"3270","137"
"24993","135"
"933","133"
"371","133"
"5088","132"
"3783","131"
"3649","131"
"3372","128"
"3480","127"
"2832","127"
"1682","126"
"72900","126"
"3233","126"
"101211","126"
"3172","126"
"108385","125"
"1256","124"
"652","124"
"3996","124"
"1815","124"
"4981","124"
"5008","123"
"379","123"
"4848","122"
"5034","122"
"2313","122"
"4942","121"
"4418","121"
"953","120"
"846","119"
"1656","119"
"4455","118"
"1257","118"
"467","116"
"4087","116"
"24992","115"
"421","115"
"3648","113"
"6274","113"
"108488","112"
"377","112"
"1412","110"
"4449","110"
"5167","110"
"843","110"
"1110","109"
"2785","107"
"2065","107"
"3643","107"
"3514","107"
"5149","107"
"4823","106"
"73001","104"
"4682","104"
"1816","104"
"1437","104"
"4161","104"
"3911","103"
"72880","103"
"1164","103"
"1446","102"
"3638","98"
"5093","98"
"9521","98"
"72901","98"
"267","97"
"628","97"
"4457","97"
"105632","97"
"3334","97"
"53","95"
"3085","95"
"4230","94"
"3279","94"
"4014","93"
"7193","92"
"646","92"
"3264","91"
"3376","90"
"4023","90"
"1480","90"
"2743","90"
"2370","90"
"4303","89"
"3665","89"
"4349","88"
"432","88"
"4944","87"
"4836","86"
"2798","85"
"1653","85"
"3857","85"
"3926","84"
"1785","84"
"649","83"
"2246","83"
"1183","83"
"4007","83"
"3182","83"
"3408","82"
"2265","82"
"103698","82"
"1179","82"
"946","82"
"314","81"
"240","81"
"4525","81"
"5024","80"
"2607","80"
"193","80"
"2342","80"
"3267","80"
"10523","79"
"3394","79"
"554","79"
"4776","78"
"533","78"
"2652","77"
"3435","77"
"72904","77"
"157","77"
"2927","76"
"2094","76"
"79602","76"
"3444","74"
"4732","74"
"685","73"
"3490","73"
"3362","73"
"81","73"
"1517","72"
"2608","71"
"763","71"
"5062","71"
"5213","70"
"2693","70"
"2236","70"
"3190","69"
"1495","69"
"847","69"
"762","69"
"3335","68"
"4101","68"
"2806","67"
"663","67"
"5106","67"
"3373","67"
"4141","67"
"1252","66"
"781","66"
"3681","66"
"3346","66"
"4468","65"
"3166","64"
"2923","64"
"1173","64"
"2500","64"
"3413","64"
"3415","63"
"719","63"
"1063","63"
"72952","63"
"1535","62"
"4925","61"
"103705","60"
"7198","60"
"4081","60"
"4284","58"
"572","58"
"1510","58"
"3618","57"
"363","55"
"1182","54"
"77284","54"
"2566","54"
"645","53"
"879","52"
"5141","52"
"3645","52"
"2775","52"
"3975","52"
"3660","51"
"1590","51"
"3419","50"
"4103","50"
"4283","49"
"5","49"
"103727","48"
"108867","48"
"4910","48"
"1248","48"
"1140","47"
"4299","47"
"4821","47"
"108378","47"
"3831","47"
"43435","46"
"5288","46"
"3183","45"
"72964","45"
"311","44"
"324","44"
"109298","44"
"155","43"
"636","43"
"83538","42"
"118","42"
"2624","42"
"3927","42"
"1042","42"
"1922","42"
"83700","41"
"108659","41"
"954","41"
"2631","40"
"1289","40"
"160","39"
"465","37"
"101156","37"
"72869","37"
"3434","37"
"391","36"
"1052","36"
"152","35"
"18980","35"
"1244","34"
"3747","34"
"4367","34"
"4994","34"
"3236","34"
"2070","33"
"54","33"
"5299","32"
"4100","32"
"3543","32"
"5004","32"
"5152","31"
"103725","31"
"1243","31"
"4724","31"
"4025","30"
"214","30"
"3","30"
"72935","30"
"3935","29"
"9525","29"
"2797","29"
"2594","29"
"2639","29"
"93148","28"
"13","28"
"5275","28"
"1900","28"
"4345","28"
"5095","28"
"83704","27"
"3596","27"
"4973","27"
"1172","27"
"2438","27"
"1245","27"
"100143","26"
"2422","26"
"1719","26"
"9524","26"
"3713","26"
"50","25"
"5171","25"
"3940","25"
"94","25"
"4040","24"
"72888","24"
"108446","23"
"1518","23"
"99815","23"
"3944","23"
"4221","23"
"73107","22"
"3129","22"
"3058","22"
"44","22"
"4902","21"
"43437","21"
"455","21"
"3775","20"
"83533","20"
"1802","20"
"108448","20"
"4677","19"
"2768","19"
"5308","19"
"1450","19"
"1126","19"
"27","19"
"5207","18"
"2950","18"
"67253","18"
"5156","18"
"4637","18"
"296","17"
"106466","17"
"261","16"
"5158","16"
"163","16"
"4225","16"
"75","16"
"633","16"
"3378","15"
"105585","15"
"108399","15"
"4106","15"
"79581","15"
"1924","13"
"73079","11"
"194","11"
"3304","11"
"4818","11"
"348","11"
"138","10"
"764","10"
"2737","9"
"274","9"
"5159","9"
"101321","8"
"2316","8"
"2961","7"
"24986","7"
"5270","6"
"101348","6"
"2439","6"
"72","6"
"3957","5"
"4478","4"
"3951","4"
"103696","4"
"38","3"
"4905","3"
"3147","3"
"1144","2"
"4261","2"
"2966","2"
"5026","2"
"1956","1"
"28","1"
"3506","1"
"105612","1"
"101310","1"
"101319","1"
"101347","1"
"101337","1"
"2447","1"
"101246","1"
