"user_id","activity_count"
"4669","8740"
"2361","8740"
"872","8736"
"4178","8731"
"4372","8721"
"1319","8718"
"4010","8708"
"3590","8705"
"108643","8704"
"2436","8700"
"1497","8687"
"543","8666"
"2793","8661"
"2804","8651"
"2137","8618"
"3861","8588"
"1871","8570"
"209","8557"
"1089","8532"
"70311","8530"
"4152","8455"
"4111","8454"
"2683","8443"
"1218","8431"
"1600","8398"
"3669","8396"
"1991","8390"
"5117","8369"
"4017","8341"
"5291","8337"
"3089","8336"
"108262","8331"
"1981","8331"
"4243","8300"
"5133","8295"
"3414","8290"
"2082","8288"
"3254","8286"
"2333","8252"
"1996","8249"
"3761","8188"
"93583","8165"
"32","8159"
"2038","8150"
"3314","8138"
"3860","8132"
"4443","8115"
"4583","8108"
"560","8096"
"4088","8080"
"3458","8076"
"2457","8065"
"3790","8047"
"2141","8036"
"3637","8000"
"3322","7998"
"1652","7997"
"3604","7980"
"2139","7972"
"109312","7964"
"5217","7946"
"7179","7941"
"1976","7903"
"1614","7902"
"1562","7900"
"2634","7882"
"7214","7876"
"120","7851"
"2284","7840"
"2998","7785"
"72907","7774"
"3396","7766"
"3049","7766"
"4563","7757"
"4860","7742"
"3718","7729"
"72896","7686"
"1974","7676"
"73057","7670"
"3430","7667"
"5273","7667"
"3689","7630"
"4343","7614"
"2847","7582"
"5126","7571"
"1823","7543"
"4909","7524"
"855","7518"
"203","7518"
"2117","7442"
"1975","7438"
"4888","7424"
"3858","7417"
"3782","7416"
"72990","7413"
"1099","7409"
"2006","7390"
"1834","7384"
"2645","7378"
"5155","7373"
"3725","7332"
"1803","7328"
"697","7271"
"857","7271"
"1338","7244"
"539","7218"
"1189","7196"
"1851","7192"
"2862","7191"
"4071","7179"
"2461","7176"
"2733","7172"
"3042","7168"
"3990","7162"
"2340","7143"
"1536","7124"
"1662","7121"
"4703","7114"
"4802","7076"
"4268","7070"
"4578","7065"
"3745","7052"
"414","7049"
"73106","7044"
"4646","7039"
"108400","7032"
"4635","7027"
"4873","7019"
"1010","7019"
"4441","7000"
"1901","6995"
"3047","6979"
"2850","6966"
"3448","6964"
"4970","6954"
"2685","6942"
"2542","6940"
"1362","6927"
"4095","6922"
"4575","6905"
"1433","6890"
"2116","6889"
"1990","6886"
"4274","6877"
"3608","6868"
"3814","6865"
"4645","6860"
"2327","6842"
"4777","6831"
"4329","6800"
"4850","6800"
"3750","6796"
"108905","6769"
"4053","6763"
"3549","6754"
"2002","6752"
"4176","6751"
"2602","6747"
"5084","6742"
"1312","6733"
"2448","6711"
"70310","6696"
"733","6681"
"4914","6665"
"4127","6661"
"2955","6654"
"107908","6650"
"3896","6640"
"3827","6630"
"2611","6626"
"3887","6625"
"4553","6623"
"4494","6616"
"992","6602"
"359","6580"
"1611","6567"
"1936","6559"
"3826","6555"
"5280","6548"
"2988","6545"
"24990","6533"
"72937","6485"
"4675","6476"
"4319","6474"
"1386","6462"
"3397","6458"
"1070","6457"
"987","6442"
"108760","6440"
"4339","6435"
"2740","6431"
"5136","6423"
"2456","6416"
"3571","6407"
"2670","6404"
"5061","6398"
"3039","6371"
"3841","6361"
"599","6351"
"2725","6348"
"4601","6335"
"2859","6334"
"4846","6325"
"3581","6323"
"1565","6310"
"4528","6294"
"4934","6289"
"4995","6281"
"72891","6277"
"631","6262"
"1612","6260"
"3001","6253"
"5102","6244"
"1606","6242"
"1217","6240"
"2492","6168"
"1041","6164"
"3405","6154"
"2449","6153"
"1080","6140"
"3875","6138"
"1520","6137"
"604","6136"
"73033","6127"
"2007","6126"
"2182","6114"
"2617","6094"
"1428","6090"
"108383","6082"
"1394","6072"
"1045","6071"
"2792","6048"
"4395","6047"
"4604","6018"
"4781","6016"
"3009","6015"
"1801","6005"
"2599","5995"
"4796","5994"
"870","5976"
"4701","5961"
"1352","5958"
"703","5951"
"72868","5948"
"4247","5943"
"995","5927"
"79597","5914"
"4155","5883"
"3611","5876"
"4056","5858"
"723","5855"
"1707","5840"
"1998","5836"
"4810","5827"
"1796","5823"
"3610","5822"
"330","5819"
"1079","5818"
"1599","5817"
"73026","5805"
"2948","5803"
"4240","5800"
"72933","5790"
"1795","5770"
"1198","5769"
"72911","5764"
"2465","5761"
"73012","5755"
"2559","5749"
"2597","5740"
"1835","5725"
"884","5711"
"4125","5711"
"367","5707"
"4785","5702"
"3880","5696"
"73123","5685"
"1195","5677"
"592","5651"
"4411","5643"
"2732","5635"
"390","5629"
"2269","5616"
"1274","5612"
"72988","5608"
"2480","5592"
"4063","5581"
"103695","5578"
"2142","5572"
"1650","5566"
"2129","5555"
"2350","5535"
"2196","5530"
"4380","5501"
"1231","5501"
"2747","5500"
"917","5497"
"3839","5484"
"751","5481"
"1373","5474"
"4045","5468"
"9550","5461"
"4867","5458"
"1793","5441"
"1810","5422"
"3753","5412"
"2499","5412"
"4766","5401"
"888","5391"
"1858","5386"
"1160","5361"
"1967","5354"
"3716","5320"
"4249","5320"
"4436","5314"
"385","5312"
"3366","5308"
"3289","5295"
"4839","5275"
"1946","5259"
"4629","5259"
"2187","5257"
"1211","5252"
"344","5251"
"3318","5239"
"4030","5239"
"92320","5237"
"2358","5236"
"4277","5227"
"2595","5226"
"4884","5219"
"1857","5193"
"4628","5192"
"4325","5182"
"4693","5170"
"2520","5160"
"4365","5142"
"3462","5141"
"1664","5138"
"3687","5119"
"4117","5117"
"2185","5114"
"5063","5107"
"837","5107"
"1472","5107"
"4625","5105"
"3746","5100"
"5085","5093"
"2874","5089"
"3916","5085"
"2095","5079"
"889","5071"
"1191","5067"
"9544","5066"
"7186","5064"
"9430","5061"
"3228","5048"
"1640","5042"
"4341","5034"
"108487","5028"
"1639","5019"
"4971","5013"
"24987","5012"
"1309","5011"
"2335","5000"
"1547","4996"
"2152","4992"
"3729","4975"
"2896","4974"
"2754","4973"
"5081","4970"
"4656","4969"
"1780","4959"
"4851","4948"
"2570","4947"
"2821","4944"
"5123","4938"
"1266","4932"
"5215","4932"
"5105","4931"
"2345","4931"
"3446","4914"
"3762","4901"
"2191","4887"
"5290","4885"
"3752","4881"
"3710","4873"
"4291","4860"
"1190","4859"
"2533","4855"
"316","4855"
"3308","4847"
"2858","4837"
"73031","4812"
"2055","4810"
"3679","4808"
"1992","4801"
"5165","4787"
"1403","4781"
"4874","4776"
"972","4771"
"357","4768"
"73061","4763"
"2802","4753"
"4565","4733"
"2555","4731"
"561","4731"
"4065","4725"
"280","4725"
"3224","4718"
"4177","4713"
"4073","4709"
"106608","4709"
"1753","4698"
"3993","4680"
"3281","4676"
"1512","4675"
"5196","4670"
"2109","4663"
"4398","4655"
"4790","4644"
"4047","4639"
"885","4639"
"2731","4632"
"3733","4631"
"2357","4628"
"1516","4618"
"4792","4617"
"618","4616"
"1848","4615"
"4267","4610"
"714","4608"
"4495","4602"
"4064","4595"
"1310","4592"
"3635","4589"
"2098","4589"
"3967","4581"
"1647","4574"
"1610","4548"
"1691","4540"
"4415","4529"
"4138","4528"
"4805","4526"
"1830","4520"
"1040","4517"
"3288","4499"
"108497","4498"
"1645","4485"
"4262","4472"
"3057","4468"
"1119","4447"
"2829","4445"
"1744","4442"
"2135","4428"
"7203","4411"
"9549","4408"
"1021","4404"
"4699","4402"
"4195","4394"
"105898","4388"
"43842","4384"
"1704","4382"
"4972","4379"
"1002","4364"
"4252","4362"
"5173","4360"
"2010","4358"
"72998","4357"
"799","4339"
"898","4335"
"5051","4335"
"73009","4330"
"2726","4325"
"3724","4316"
"4192","4315"
"5281","4309"
"4988","4301"
"41","4300"
"4758","4291"
"578","4286"
"3197","4277"
"1608","4273"
"924","4272"
"2509","4263"
"3568","4258"
"1171","4254"
"1655","4241"
"4913","4235"
"3704","4225"
"3107","4221"
"4577","4206"
"1212","4206"
"5256","4199"
"1175","4197"
"258","4196"
"3464","4190"
"986","4189"
"3989","4183"
"72917","4177"
"4463","4175"
"4490","4174"
"1242","4170"
"72922","4160"
"1186","4151"
"2289","4137"
"5131","4126"
"5138","4126"
"2914","4104"
"3427","4100"
"3627","4097"
"2258","4095"
"4911","4091"
"13227","4083"
"1220","4081"
"2531","4077"
"3344","4074"
"108264","4073"
"1341","4054"
"4648","4042"
"1228","4029"
"1374","4023"
"3018","4011"
"4285","4008"
"1271","4006"
"1202","3993"
"3639","3988"
"429","3985"
"1769","3981"
"5228","3979"
"2351","3977"
"98105","3975"
"2958","3971"
"1489","3971"
"4522","3970"
"4778","3969"
"2642","3967"
"360","3961"
"3163","3953"
"4048","3944"
"9551","3934"
"73046","3933"
"3589","3928"
"3691","3928"
"3297","3927"
"2285","3912"
"2484","3900"
"132","3897"
"72862","3893"
"6273","3883"
"4676","3881"
"2993","3876"
"660","3859"
"4022","3853"
"3225","3851"
"2134","3849"
"1281","3841"
"4089","3826"
"1997","3825"
"1194","3819"
"3727","3813"
"72989","3813"
"72970","3804"
"1513","3803"
"103724","3802"
"1134","3801"
"2099","3798"
"3011","3797"
"588","3797"
"4350","3795"
"2198","3786"
"4364","3780"
"3204","3774"
"4633","3770"
"869","3760"
"4788","3758"
"3323","3757"
"2853","3756"
"9530","3751"
"3695","3747"
"2190","3743"
"1577","3743"
"2262","3722"
"2066","3712"
"4640","3706"
"5023","3706"
"734","3702"
"1180","3701"
"4114","3697"
"2522","3694"
"2537","3692"
"702","3690"
"3102","3683"
"966","3681"
"1638","3680"
"1157","3679"
"4312","3675"
"2183","3670"
"3003","3661"
"5033","3651"
"5006","3645"
"1791","3644"
"3004","3643"
"2005","3634"
"79606","3627"
"2715","3627"
"595","3620"
"977","3616"
"3500","3611"
"1665","3603"
"1436","3601"
"67615","3599"
"4035","3599"
"176","3591"
"4647","3579"
"2943","3575"
"43438","3572"
"2711","3570"
"3949","3568"
"73000","3565"
"1279","3560"
"4279","3550"
"2742","3550"
"3984","3546"
"1698","3545"
"5195","3545"
"4613","3542"
"1993","3540"
"4382","3539"
"4626","3539"
"1267","3537"
"3213","3531"
"4775","3514"
"2855","3507"
"1003","3506"
"3272","3502"
"3507","3498"
"730","3497"
"2003","3496"
"335","3492"
"2649","3486"
"3235","3486"
"4384","3485"
"2538","3481"
"4157","3481"
"1648","3474"
"7201","3456"
"1630","3452"
"861","3446"
"2796","3445"
"1402","3442"
"2977","3441"
"880","3429"
"4674","3425"
"693","3422"
"4317","3420"
"2192","3409"
"1318","3407"
"4507","3405"
"3550","3401"
"2799","3390"
"153","3384"
"2097","3384"
"103730","3381"
"3828","3375"
"1015","3369"
"2428","3354"
"1203","3353"
"704","3348"
"2837","3345"
"5198","3344"
"107722","3343"
"2081","3342"
"402","3336"
"875","3336"
"2305","3326"
"4414","3324"
"2458","3322"
"1023","3311"
"2220","3310"
"3671","3306"
"1001","3305"
"4883","3297"
"1474","3296"
"1545","3293"
"3501","3293"
"2635","3292"
"1850","3292"
"4094","3291"
"3749","3291"
"1272","3286"
"2267","3281"
"4696","3281"
"1752","3280"
"73022","3279"
"4175","3270"
"5208","3267"
"5189","3263"
"72894","3262"
"7185","3261"
"5134","3261"
"3201","3257"
"3946","3254"
"2940","3253"
"103726","3248"
"4673","3242"
"3502","3241"
"4621","3240"
"908","3240"
"2426","3232"
"1102","3230"
"2987","3227"
"3497","3222"
"5240","3220"
"1083","3220"
"4720","3218"
"102","3218"
"705","3216"
"1951","3211"
"2096","3207"
"2956","3206"
"1762","3205"
"141","3204"
"72892","3198"
"1627","3198"
"4512","3196"
"4780","3190"
"2508","3185"
"4452","3183"
"4936","3180"
"3734","3179"
"1353","3178"
"2721","3177"
"2494","3170"
"1670","3161"
"3862","3160"
"3914","3155"
"4550","3154"
"1661","3153"
"72991","3153"
"3760","3150"
"146","3147"
"4134","3145"
"3227","3144"
"4746","3142"
"2033","3140"
"895","3139"
"4170","3134"
"4135","3130"
"67244","3128"
"4868","3127"
"1507","3125"
"514","3124"
"3202","3122"
"2527","3120"
"1708","3114"
"644","3107"
"3864","3103"
"1222","3101"
"4036","3100"
"2011","3097"
"866","3095"
"4237","3092"
"2320","3092"
"1620","3089"
"3711","3089"
"73037","3087"
"1219","3085"
"1766","3081"
"3848","3080"
"1381","3079"
"73005","3075"
"72977","3075"
"2464","3074"
"5135","3068"
"1890","3066"
"1580","3061"
"4618","3050"
"1389","3048"
"4611","3047"
"4752","3046"
"3816","3045"
"3602","3044"
"1141","3043"
"906","3041"
"5118","3041"
"2181","3040"
"2085","3038"
"2707","3032"
"249","3024"
"3722","3021"
"2472","3018"
"1369","3017"
"72929","3012"
"1011","3007"
"2562","3002"
"107307","2998"
"3140","2997"
"2490","2989"
"3299","2987"
"696","2986"
"4831","2985"
"2528","2983"
"3698","2978"
"3266","2977"
"741","2975"
"1364","2975"
"2951","2968"
"2616","2966"
"4059","2952"
"4872","2951"
"3845","2946"
"1087","2940"
"3838","2938"
"3077","2938"
"2471","2934"
"2563","2933"
"989","2931"
"983","2929"
"1020","2926"
"905","2922"
"882","2917"
"5030","2912"
"4338","2908"
"1666","2905"
"4465","2901"
"4664","2897"
"3492","2897"
"2887","2895"
"103700","2892"
"107888","2891"
"1831","2891"
"72864","2887"
"1800","2886"
"114","2882"
"3096","2882"
"1483","2880"
"2996","2879"
"3614","2879"
"4908","2875"
"73041","2874"
"103732","2865"
"738","2863"
"1221","2860"
"1409","2859"
"107891","2856"
"2249","2854"
"3219","2849"
"2654","2849"
"4878","2846"
"3052","2843"
"1490","2841"
"4749","2838"
"3708","2834"
"2283","2829"
"699","2827"
"4391","2827"
"1757","2822"
"3998","2820"
"1925","2817"
"5225","2816"
"4002","2814"
"3754","2813"
"4052","2810"
"4034","2801"
"4435","2796"
"4503","2791"
"1758","2787"
"2638","2780"
"2430","2779"
"3843","2774"
"2990","2771"
"1036","2768"
"1642","2767"
"107892","2759"
"1234","2758"
"2992","2758"
"3465","2757"
"1058","2752"
"2355","2744"
"4731","2738"
"3879","2734"
"994","2728"
"5032","2726"
"710","2724"
"3035","2721"
"980","2709"
"3630","2702"
"4281","2701"
"4835","2700"
"2102","2697"
"583","2694"
"3293","2693"
"4955","2690"
"2828","2685"
"2942","2684"
"2598","2682"
"4534","2678"
"878","2675"
"2543","2671"
"2288","2669"
"1883","2661"
"4734","2661"
"4497","2660"
"108870","2657"
"3431","2651"
"4772","2644"
"2505","2643"
"1966","2643"
"109219","2641"
"3226","2633"
"4871","2632"
"1509","2630"
"372","2625"
"4297","2611"
"902","2607"
"2463","2603"
"3133","2603"
"79601","2601"
"250","2601"
"375","2596"
"1033","2595"
"4326","2594"
"4154","2587"
"3939","2582"
"4875","2575"
"3098","2575"
"5161","2571"
"824","2563"
"975","2557"
"67254","2555"
"893","2547"
"1947","2547"
"4864","2544"
"4259","2543"
"2903","2534"
"4855","2529"
"2140","2528"
"1487","2528"
"3705","2523"
"1749","2522"
"1305","2521"
"4554","2517"
"2782","2514"
"1854","2513"
"1308","2511"
"4582","2509"
"900","2508"
"4549","2504"
"2571","2504"
"1156","2504"
"2941","2503"
"2803","2500"
"4271","2498"
"5222","2497"
"3247","2494"
"868","2493"
"3454","2489"
"564","2487"
"3280","2487"
"1155","2483"
"4433","2481"
"3421","2480"
"108261","2479"
"73069","2477"
"3099","2476"
"2734","2469"
"3285","2463"
"2347","2461"
"4404","2456"
"3504","2453"
"1743","2443"
"43841","2442"
"3433","2442"
"4543","2441"
"1349","2438"
"1475","2438"
"4406","2433"
"4417","2428"
"4548","2427"
"4917","2423"
"1286","2418"
"3678","2416"
"3730","2415"
"2843","2413"
"3385","2412"
"72959","2409"
"4600","2407"
"1350","2404"
"73045","2401"
"4819","2400"
"1235","2397"
"4861","2395"
"5021","2393"
"2984","2393"
"1229","2392"
"3652","2389"
"1148","2386"
"1702","2378"
"4569","2368"
"9560","2363"
"4074","2363"
"2075","2359"
"1123","2358"
"3258","2357"
"4927","2353"
"108651","2352"
"1197","2350"
"4922","2348"
"3703","2342"
"538","2342"
"72980","2341"
"3580","2340"
"448","2337"
"83699","2331"
"2884","2329"
"4366","2329"
"2660","2327"
"4321","2320"
"4733","2318"
"686","2312"
"2735","2310"
"3526","2308"
"5042","2301"
"4147","2300"
"5186","2299"
"4137","2291"
"1977","2286"
"4690","2279"
"2911","2277"
"453","2276"
"4363","2276"
"4643","2273"
"1521","2271"
"689","2270"
"3012","2260"
"4016","2258"
"3142","2255"
"5145","2251"
"3742","2250"
"1959","2244"
"566","2243"
"73039","2242"
"971","2242"
"3505","2239"
"79609","2237"
"4586","2235"
"2604","2235"
"3870","2234"
"1146","2232"
"4834","2232"
"72936","2231"
"2092","2228"
"2756","2225"
"3878","2224"
"492","2221"
"737","2217"
"944","2216"
"683","2214"
"3116","2212"
"2704","2211"
"4989","2209"
"72969","2209"
"1543","2208"
"4143","2206"
"643","2206"
"1461","2203"
"1783","2202"
"4945","2197"
"4769","2190"
"109128","2187"
"5107","2181"
"4841","2178"
"83537","2176"
"1688","2175"
"2091","2173"
"4555","2171"
"513","2170"
"5074","2169"
"4422","2167"
"3886","2164"
"2713","2163"
"4653","2162"
"962","2159"
"83536","2155"
"4190","2154"
"73040","2154"
"4767","2152"
"3606","2147"
"3685","2147"
"854","2145"
"2694","2140"
"4431","2139"
"1046","2136"
"1667","2135"
"3313","2132"
"1526","2130"
"5124","2129"
"3744","2126"
"3097","2126"
"4919","2122"
"5100","2122"
"4502","2118"
"3316","2113"
"95","2108"
"2149","2104"
"5031","2104"
"3029","2102"
"1659","2098"
"963","2098"
"72996","2098"
"3941","2095"
"3271","2093"
"4218","2092"
"4662","2090"
"2716","2089"
"4689","2084"
"807","2083"
"4501","2083"
"3162","2082"
"1855","2081"
"2655","2080"
"1777","2080"
"1755","2077"
"3844","2076"
"1555","2072"
"105901","2071"
"1889","2070"
"2678","2068"
"892","2067"
"3141","2066"
"1739","2064"
"4632","2064"
"447","2063"
"4668","2060"
"3668","2058"
"9554","2058"
"103719","2056"
"1322","2051"
"6","2050"
"4558","2050"
"4397","2049"
"352","2049"
"4112","2047"
"4219","2044"
"5060","2043"
"4136","2043"
"2546","2039"
"2589","2038"
"2489","2038"
"108495","2034"
"5193","2034"
"4533","2033"
"4031","2032"
"3607","2031"
"842","2030"
"1044","2029"
